collision_severity,day_of_week,time,road_type,speed_limit,urban_or_rural_area,junction_detail,junction_control,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,number_of_vehicles,number_of_casualties,vehicle_type_mode,any_skidding,avg_vehicle_age,worst_casualty_severity,any_pedestrian,avg_casualty_age
3,2,07:32,6,30,1,0,4,1,1,1,0,2,1,9,0,5.0,3,0,62.0
3,4,17:35,6,30,1,13,4,1,1,1,0,1,1,9,9,7.0,3,0,32.0
3,7,08:09,6,30,1,13,4,1,8,1,0,1,1,9,5,16.0,3,0,18.0
3,4,20:06,6,30,1,13,4,4,2,2,0,1,1,9,9,0.0,3,0,35.0
3,3,23:17,7,30,1,17,2,4,1,1,0,2,1,3,0,0.5,3,0,22.0
3,2,14:15,6,30,1,-1,9,1,1,2,0,1,1,3,9,1.0,3,1,68.0
3,5,09:10,6,30,1,0,-1,1,1,1,0,2,1,9,9,9.0,3,0,55.0
3,1,20:45,6,30,1,13,4,4,1,1,0,2,1,3,0,9.5,3,0,38.0
3,5,21:44,6,30,1,13,2,7,9,9,0,2,1,3,9,10.0,3,0,26.0
3,3,12:58,6,30,1,0,-1,1,2,2,0,1,1,2,0,7.0,3,1,26.0
3,1,14:10,6,20,1,13,4,1,1,1,0,1,1,9,0,7.0,3,1,28.0
3,7,17:22,6,20,1,-1,9,1,2,2,0,2,1,9,9,12.0,3,0,52.0
3,2,14:55,6,20,1,13,4,7,9,9,0,2,1,3,9,4.0,3,0,37.0
3,5,14:40,6,30,1,16,2,1,1,1,0,2,1,5,9,13.0,3,0,31.0
3,1,14:50,6,20,1,19,4,1,1,1,0,3,1,9,0,3.333333333333333,3,0,42.0
3,2,15:03,3,20,1,13,4,1,8,1,0,1,1,9,0,7.0,3,1,36.0
3,5,18:35,6,20,1,13,4,1,1,1,0,1,1,4,0,3.0,3,1,55.0
3,2,15:33,9,20,1,13,4,1,1,1,0,2,1,3,9,1.0,3,0,30.0
3,2,16:46,6,30,1,0,-1,4,1,1,0,3,2,9,0,11.666666666666666,3,0,29.5
3,2,12:10,6,20,1,0,-1,1,4,1,0,2,1,3,9,1.5,3,0,39.0
3,5,11:00,6,20,1,19,4,1,1,1,0,2,1,3,0,7.5,3,0,43.0
3,4,17:20,6,30,1,13,4,1,1,1,0,2,2,9,9,10.0,3,0,11.0
3,5,15:15,9,40,1,16,2,1,8,1,0,2,1,9,9,14.5,3,0,40.0
3,5,03:33,6,20,1,16,4,4,1,1,0,2,1,9,0,0.5,3,0,29.0
3,3,20:30,6,30,1,19,4,4,1,1,18,2,1,3,9,4.5,3,0,37.0
3,2,19:08,3,30,1,13,4,1,1,1,0,2,2,9,0,6.0,3,0,52.5
3,3,18:55,6,20,1,0,-1,4,2,2,0,1,1,9,0,7.0,3,1,53.0
3,1,18:30,6,30,1,16,2,1,1,1,0,3,1,9,0,11.333333333333334,3,0,59.0
3,3,09:40,6,30,1,0,-1,1,2,2,0,1,2,9,9,3.0,3,0,8.5
3,6,12:30,3,40,1,17,2,1,1,2,0,2,2,9,0,5.5,3,0,35.0
3,5,17:30,6,20,1,-1,9,4,1,1,13,1,1,9,9,7.0,3,1,24.0
3,4,13:57,2,20,1,13,4,1,1,1,0,2,2,1,9,0.0,3,0,37.5
2,7,15:49,3,20,1,13,4,1,1,1,0,1,2,3,0,4.0,2,1,19.5
2,6,06:10,6,20,1,19,2,1,1,1,0,2,1,1,0,2.0,2,0,42.0
3,7,20:40,6,20,1,0,-1,1,1,1,0,2,1,1,0,2.0,3,0,30.0
3,3,14:03,3,20,1,0,-1,1,1,1,13,2,1,3,5,6.0,3,0,28.0
3,5,15:46,6,20,1,0,-1,1,1,1,0,1,1,9,0,10.0,3,1,4.0
3,3,18:50,9,20,1,13,3,4,2,2,0,1,1,3,9,2.0,3,0,22.0
2,7,18:10,6,20,1,18,4,1,1,1,0,2,1,3,2,6.5,2,0,17.0
3,3,16:23,6,20,1,0,4,1,1,1,0,2,1,3,0,4.0,3,0,30.0
3,3,00:22,7,20,1,0,-1,4,1,1,0,3,1,9,0,10.0,3,0,31.0
3,6,18:13,1,30,2,0,4,4,2,2,0,2,1,9,9,8.5,3,0,22.0
3,6,22:00,9,20,1,-1,9,4,1,1,0,1,2,9,9,4.0,3,0,22.0
3,5,19:45,6,30,1,18,4,4,8,1,0,2,1,3,0,9.5,3,0,51.0
2,5,17:40,7,20,1,13,4,4,1,1,0,1,1,8,0,6.0,2,1,43.0
3,3,18:10,3,40,1,13,4,1,1,1,0,2,1,1,0,0.0,3,0,42.0
3,6,21:29,6,20,1,16,2,4,2,2,0,2,1,9,9,8.5,3,0,51.0
3,5,07:50,6,30,1,16,2,1,1,1,0,2,1,3,0,1.5,3,0,18.0
3,7,17:45,6,30,1,0,-1,4,1,1,0,2,1,1,2,7.0,3,0,19.0
3,5,06:20,6,20,1,0,-1,4,1,2,0,3,1,9,9,4.0,3,0,19.0
2,3,17:00,6,30,1,0,-1,4,1,1,0,1,1,3,0,9.0,2,1,21.0
3,4,12:22,6,20,1,16,4,1,1,1,0,1,1,9,0,3.0,3,1,35.0
3,4,21:20,6,20,1,13,4,4,8,1,0,1,1,9,0,17.0,3,1,33.0
2,3,15:00,3,30,1,0,-1,1,1,1,0,2,1,5,0,8.0,2,0,57.0
2,1,18:18,6,20,1,13,4,4,1,2,0,2,1,1,0,0.0,2,0,25.0
3,6,15:00,3,20,1,16,4,1,1,1,0,1,1,9,0,4.0,3,1,18.0
2,7,11:00,6,20,1,13,4,1,1,1,0,1,1,9,0,5.0,2,1,78.0
3,3,08:04,6,20,1,13,4,1,1,1,0,1,1,9,0,7.0,3,1,17.0
2,2,16:25,2,20,1,13,4,1,1,1,0,3,1,9,0,15.0,2,1,45.0
2,6,13:23,6,20,1,16,2,1,1,1,0,1,1,21,0,5.0,2,1,13.0
3,6,21:30,6,30,1,13,4,4,1,1,0,2,1,3,0,7.5,3,0,44.0
3,1,14:36,6,30,1,13,2,1,1,1,0,2,1,9,0,14.0,3,0,57.0
2,5,18:50,6,20,1,13,2,1,1,1,0,2,1,1,9,7.0,2,0,35.0
3,5,19:21,9,30,1,0,-1,4,1,1,12,2,2,9,9,13.5,3,0,18.5
3,3,12:30,1,40,1,0,4,1,2,2,0,2,1,3,1,7.0,3,0,34.0
2,3,13:32,3,50,2,17,2,1,1,1,0,2,1,3,0,4.0,2,0,29.0
3,3,22:45,7,30,1,0,4,4,1,1,0,2,3,9,9,4.0,3,0,11.333333333333334
2,7,17:20,6,20,1,0,4,1,1,1,0,1,1,9,0,12.0,2,1,3.0
3,6,09:20,6,20,2,0,4,1,1,1,20,1,1,1,1,7.0,3,0,35.0
3,2,01:30,3,30,1,17,2,4,8,1,0,1,1,8,9,6.0,3,0,27.0
3,2,12:50,6,20,1,16,2,1,1,1,0,2,1,3,0,2.5,3,0,30.0
3,2,12:05,6,20,1,-1,9,1,1,1,0,2,1,3,9,5.5,3,0,28.0
3,5,20:07,6,30,1,17,2,4,1,1,0,2,1,4,0,7.0,3,0,60.0
3,6,16:00,6,30,1,13,2,1,8,1,0,2,1,9,9,11.5,3,0,33.0
3,7,13:15,6,30,1,0,-1,1,1,1,0,1,1,1,0,7.0,3,0,25.0
3,5,22:41,6,30,1,0,-1,6,1,1,0,2,1,1,0,0.0,3,0,23.0
3,3,11:30,3,30,1,0,2,1,1,2,0,2,2,8,0,13.0,3,0,33.0
3,4,15:30,3,40,1,0,-1,1,1,2,0,2,1,3,0,4.5,3,0,25.0
3,5,08:22,6,30,1,13,4,1,1,1,0,2,1,1,9,7.0,3,0,43.0
3,6,19:05,6,30,1,19,2,1,1,1,0,1,2,11,0,6.0,3,1,34.0
3,3,17:30,6,20,1,13,4,1,1,1,0,2,1,1,9,7.0,3,0,39.0
3,7,02:16,6,20,1,17,2,4,1,1,0,2,1,1,0,3.0,3,0,23.0
3,5,07:40,6,20,1,16,2,1,1,1,0,2,1,1,5,7.0,3,0,32.0
2,7,14:30,3,30,1,19,4,1,4,1,0,2,1,1,0,2.5,2,0,60.0
3,2,21:40,6,20,1,13,4,4,1,1,0,2,1,1,0,2.5,3,0,27.0
3,1,04:50,6,20,1,13,4,4,1,1,0,2,1,1,0,8.5,3,0,32.0
3,1,12:44,3,30,1,16,2,1,1,1,0,2,1,9,9,10.5,3,0,55.0
3,2,11:38,6,20,1,13,4,1,1,1,0,1,1,9,0,6.0,3,1,34.0
3,4,20:15,6,20,1,13,4,4,2,2,13,2,1,3,0,2.5,3,0,22.0
3,3,13:15,6,20,1,13,4,1,1,1,0,1,1,19,0,2.0,3,1,73.0
3,7,15:52,6,60,2,13,2,1,2,2,0,2,1,9,0,12.5,3,0,56.0
3,6,18:53,6,30,2,13,4,1,1,1,0,1,1,9,0,20.0,3,0,19.0
2,2,15:38,3,70,2,0,-1,1,1,1,0,3,1,9,0,3.6666666666666665,2,0,59.0
2,3,18:20,6,30,1,0,-1,1,1,1,0,2,1,5,0,4.5,2,0,42.0
3,1,18:55,3,70,2,13,4,1,1,1,0,1,2,9,0,10.0,3,0,11.5
2,7,08:53,6,50,2,0,-1,1,1,1,0,1,1,1,0,7.0,2,0,52.0
3,7,08:15,6,60,2,0,-1,1,1,1,0,1,1,4,1,54.0,3,0,42.0
3,3,09:55,3,70,2,19,4,1,1,1,0,2,1,9,0,6.0,3,0,25.0
3,6,15:00,6,30,1,13,4,1,2,2,0,1,1,9,0,7.0,3,1,13.0
1,7,23:17,6,50,2,18,4,4,1,1,0,2,2,8,0,4.5,1,0,44.0
3,5,18:30,6,30,2,13,4,1,9,1,0,2,3,9,0,12.0,3,0,41.66666666666666
2,6,21:54,6,30,1,13,4,1,9,1,0,1,2,9,0,14.0,2,0,38.0
3,7,10:45,6,50,2,13,4,1,8,1,0,2,1,9,0,5.5,3,0,50.0
2,4,08:50,6,50,2,0,-1,1,1,1,0,2,3,19,0,4.0,2,0,35.333333333333336
2,5,10:40,6,40,2,0,-1,1,1,1,0,2,1,9,0,9.5,2,0,88.0
3,7,12:18,6,60,2,0,-1,1,5,2,17,1,1,9,5,16.0,3,0,26.0
3,4,18:00,6,30,2,0,-1,4,1,2,0,2,1,9,0,9.5,3,0,58.0
3,7,13:20,6,30,2,0,-1,1,1,1,0,2,1,5,0,6.5,3,0,41.0
3,5,20:30,6,40,2,0,-1,6,1,1,0,2,1,9,0,16.0,3,0,60.0
2,6,12:05,6,50,2,13,4,1,1,1,0,2,1,5,2,17.5,2,0,31.0
3,5,12:04,6,60,2,0,4,1,1,1,0,2,2,9,0,5.5,3,0,80.0
3,5,11:47,6,30,1,0,4,1,1,1,0,2,1,9,0,11.5,3,0,90.0
3,5,14:01,6,50,2,0,-1,1,8,2,0,2,1,9,0,8.0,3,0,65.0
3,6,13:15,6,60,2,18,4,1,1,1,0,2,2,9,0,6.5,3,0,21.0
3,3,11:00,6,50,2,13,4,1,1,1,12,2,2,9,0,5.0,3,0,81.5
2,6,18:00,6,60,2,0,-1,1,1,1,0,2,2,5,0,5.5,2,0,14.0
3,1,08:31,6,30,2,0,-1,1,1,1,0,1,2,9,0,9.0,3,0,22.5
3,4,16:20,6,30,1,0,-1,4,4,1,0,2,1,9,0,3.5,3,1,12.0
2,7,09:13,6,60,2,0,-1,6,1,4,0,2,1,9,1,16.0,2,0,23.0
3,5,08:25,7,70,2,0,-1,1,8,4,0,2,1,9,1,1.0,3,0,36.0
2,1,08:14,3,70,2,0,-1,1,4,2,0,2,1,9,0,4.5,2,0,28.0
2,6,20:18,3,30,1,0,-1,4,1,2,0,1,1,9,0,15.0,2,1,73.0
3,3,13:45,6,30,1,0,-1,1,1,1,0,1,1,19,0,11.0,3,1,31.0
3,5,11:45,6,30,1,0,-1,1,1,1,0,1,1,9,0,6.0,3,1,31.0
2,3,15:41,6,30,2,0,-1,1,1,1,0,1,1,9,0,7.0,2,1,12.0
3,5,12:00,6,30,1,0,4,1,1,1,0,2,2,9,0,10.5,3,0,26.5
3,4,10:11,6,30,2,0,-1,1,1,1,0,2,1,9,0,3.0,3,0,25.0
3,3,15:27,6,40,2,0,-1,1,1,2,0,2,1,9,0,9.0,3,0,25.0
3,4,21:04,6,30,1,13,2,4,1,2,12,2,2,9,0,12.5,3,0,51.0
2,5,15:34,6,20,1,0,-1,1,1,1,0,1,1,9,0,1.0,2,0,89.0
3,3,08:35,6,30,1,19,4,1,1,1,0,2,1,1,0,3.5,3,0,13.0
2,2,16:53,6,30,1,0,-1,1,1,1,0,1,1,9,5,9.0,2,0,55.0
3,5,06:43,3,40,1,0,4,4,1,2,0,1,1,3,1,7.0,3,0,44.0
3,2,07:48,6,30,2,13,4,4,1,1,0,3,1,19,0,6.0,3,0,58.0
2,6,12:55,1,40,1,0,4,1,1,1,0,2,2,9,0,4.0,2,0,24.5
3,3,00:35,1,40,2,0,2,4,1,2,0,1,1,9,1,22.0,3,0,31.0
3,2,09:14,6,30,2,0,-1,1,1,1,0,1,1,19,0,6.0,3,1,66.0
3,6,19:30,6,30,1,0,-1,1,1,1,13,2,1,9,0,13.5,3,0,23.0
3,5,18:50,6,50,2,16,4,1,1,1,0,2,1,9,0,10.0,3,0,56.0
3,6,22:40,3,50,1,0,2,4,1,1,0,2,1,2,0,7.0,3,0,22.0
3,3,16:20,6,60,2,0,-1,1,1,1,0,2,1,9,0,5.0,3,0,19.0
3,3,15:00,6,30,1,13,4,1,1,1,0,2,1,9,0,9.0,3,0,57.0
3,7,22:10,6,40,2,0,-1,6,2,2,0,1,1,9,1,4.0,3,0,47.0
3,3,16:55,6,60,2,16,4,6,1,2,0,2,2,9,0,5.5,3,0,37.5
3,5,11:30,6,30,1,13,4,1,2,2,0,2,1,1,0,2.5,3,0,82.0
3,6,14:00,6,30,2,13,4,1,1,1,0,2,1,1,0,1.0,3,0,30.0
3,7,09:57,3,70,2,0,-1,1,1,1,0,2,1,9,0,16.5,3,0,76.0
3,3,13:05,6,30,1,0,4,1,1,1,0,2,2,9,0,4.0,3,0,34.5
3,1,15:47,1,40,2,0,2,1,1,1,0,2,1,9,5,2.0,3,0,23.0
3,6,20:31,6,30,1,0,-1,1,1,1,0,1,1,9,0,7.0,3,1,38.0
3,5,11:50,6,30,1,0,-1,1,1,1,0,2,2,9,0,16.5,3,0,25.0
3,3,16:08,6,50,2,13,4,1,1,1,0,2,1,9,0,4.0,3,0,32.0
3,2,11:20,6,40,1,0,-1,1,1,1,0,2,1,9,1,12.0,3,0,84.0
3,3,14:55,6,30,1,13,4,1,1,1,0,2,2,9,0,11.5,3,0,10.0
3,2,11:56,3,70,2,0,-1,1,1,1,0,2,1,9,0,9.0,3,0,33.0
3,4,10:16,1,50,2,0,4,1,1,1,0,2,1,1,0,4.0,3,0,42.0
2,4,15:00,3,70,2,0,-1,1,1,1,0,2,1,1,0,4.0,2,0,45.0
2,3,22:00,3,70,1,0,-1,4,1,1,0,1,1,9,2,9.0,2,0,25.0
3,6,07:30,6,30,2,0,-1,1,1,1,0,2,1,2,0,9.0,3,0,35.0
2,6,16:10,6,30,1,13,4,1,1,1,0,1,1,9,0,13.0,2,1,59.0
3,2,19:39,6,40,1,0,-1,1,1,1,0,2,1,1,0,0.0,3,0,37.0
3,4,17:50,6,20,1,0,-1,1,1,1,0,3,2,9,0,5.666666666666667,3,0,25.5
3,3,14:45,3,70,2,0,-1,1,2,2,0,1,1,9,0,12.0,3,0,37.0
3,6,21:40,3,70,2,0,-1,4,1,1,0,2,1,9,0,10.0,3,0,36.0
3,6,21:06,6,40,2,0,-1,1,1,1,0,3,1,9,0,5.333333333333333,3,0,50.0
3,4,13:17,6,30,2,16,1,1,1,1,0,3,4,9,0,4.666666666666667,3,0,52.0
3,5,14:59,3,70,2,0,-1,1,1,1,0,2,1,9,0,4.5,3,0,79.0
2,7,22:08,6,20,2,0,-1,1,1,1,0,1,1,19,0,3.0,2,1,76.0
2,7,11:50,1,50,1,0,4,1,1,1,0,2,1,5,0,5.5,2,0,27.0
3,2,12:50,6,50,2,16,4,1,1,1,0,3,2,9,0,6.666666666666667,3,0,57.0
3,6,17:28,7,30,2,0,-1,4,1,1,0,2,1,5,0,1.5,3,0,37.0
2,1,13:43,1,50,2,0,-1,1,1,1,0,2,1,5,0,4.5,2,0,66.0
3,6,12:00,3,30,1,0,-1,1,1,1,0,1,1,9,0,7.0,3,1,17.0
3,4,05:56,6,30,1,0,-1,1,2,2,0,2,1,3,0,5.5,3,0,40.0
3,4,18:04,6,60,2,0,-1,1,1,1,0,2,2,9,0,7.0,3,0,37.5
2,3,15:30,6,30,1,19,4,6,1,1,0,3,1,9,0,12.666666666666666,2,0,87.0
3,6,11:10,6,50,2,0,-1,1,1,2,13,2,1,19,0,1.0,3,0,45.0
3,7,16:00,6,30,2,0,-1,1,1,1,0,1,1,8,0,6.0,3,0,17.0
2,1,06:40,6,30,1,0,-1,7,1,1,0,2,1,3,5,9.0,2,0,22.0
3,6,22:40,6,60,2,13,4,6,4,2,0,2,1,9,5,3.5,3,0,30.0
3,3,19:00,6,60,2,0,-1,1,1,1,0,2,1,3,2,6.5,3,0,29.0
3,1,18:18,6,60,2,13,4,1,1,1,0,2,1,9,0,7.0,3,0,39.0
3,1,16:42,3,70,2,0,-1,1,1,1,0,1,2,9,0,18.0,3,0,33.5
3,6,00:38,6,30,1,19,-1,5,1,1,0,1,2,9,1,21.0,3,0,19.5
3,6,15:45,6,60,2,13,4,1,1,1,0,2,1,9,0,7.0,3,0,36.0
3,2,23:00,6,60,2,0,4,4,1,1,17,1,2,9,0,16.0,3,0,26.0
2,7,13:00,6,30,1,0,-1,1,9,1,0,2,1,1,5,7.0,2,0,11.0
2,4,12:40,6,40,2,0,-1,1,1,1,0,2,1,3,0,9.5,2,0,33.0
3,6,18:11,6,60,2,0,-1,1,1,1,0,1,2,9,0,20.0,3,0,5.5
2,4,17:27,6,30,1,0,-1,1,1,1,0,2,2,3,0,1.0,2,0,52.0
3,4,18:50,6,60,2,0,-1,1,1,1,0,1,1,9,5,7.0,3,0,47.0
3,1,15:45,9,30,2,0,-1,1,1,1,0,2,2,9,0,11.5,3,0,68.5
2,4,16:30,6,60,2,16,4,1,1,1,0,2,1,2,0,6.5,2,0,16.0
3,4,16:14,3,30,1,13,4,1,1,1,0,2,2,1,0,1.0,3,0,43.5
2,6,16:44,6,60,2,0,-1,6,1,2,0,3,1,9,0,1.6666666666666667,2,0,65.0
2,3,18:22,6,60,2,13,4,6,1,1,0,2,1,9,0,14.5,2,0,36.0
2,5,14:00,6,30,1,0,-1,1,9,1,0,1,1,9,0,10.0,2,1,12.0
2,2,16:45,6,30,1,0,-1,1,1,1,0,2,1,9,0,4.5,2,0,25.0
3,3,16:30,3,70,1,0,-1,4,1,1,0,2,1,9,0,9.5,3,0,28.0
3,4,16:00,3,70,2,0,-1,1,1,1,0,3,1,19,1,10.333333333333334,3,0,57.0
2,5,17:26,6,50,2,0,-1,1,1,1,13,1,1,9,2,9.0,2,0,25.0
3,1,19:00,3,50,1,0,-1,1,1,2,0,3,1,9,0,6.333333333333333,3,0,21.0
3,3,13:13,3,70,2,0,-1,1,1,1,0,2,3,9,0,7.0,3,0,32.666666666666664
3,4,07:46,6,30,1,18,4,1,1,1,0,2,1,1,0,0.0,3,0,32.0
2,1,07:36,3,70,2,0,-1,1,1,1,0,1,2,9,2,5.0,2,0,31.0
3,6,17:26,6,30,1,18,4,4,8,4,0,2,2,9,1,8.5,3,0,26.0
2,5,11:35,6,50,2,0,-1,1,1,2,0,2,2,19,5,8.0,2,0,40.0
3,3,07:40,6,30,1,13,4,1,2,2,0,2,1,1,0,2.5,3,0,34.0
3,6,06:51,3,40,1,0,-1,1,1,2,0,2,1,2,0,5.5,3,0,63.0
3,3,07:00,6,30,2,13,-1,4,1,4,0,2,1,1,0,3.5,3,0,33.0
2,6,08:38,3,60,2,13,4,1,2,2,0,2,1,19,0,6.0,2,0,34.0
3,4,12:45,6,30,1,0,4,1,1,1,0,2,1,1,0,2.5,3,0,40.0
3,4,16:15,6,30,1,0,-1,1,1,1,0,2,1,1,0,7.5,3,0,59.0
3,6,08:12,6,30,1,13,4,1,1,1,0,2,4,9,0,16.0,3,0,29.75
3,3,23:00,6,30,2,0,-1,5,1,1,0,2,2,9,0,10.0,3,0,69.5
2,7,03:55,6,40,2,0,-1,6,1,1,0,1,1,5,0,16.0,2,0,46.0
3,3,21:20,6,60,2,0,-1,6,1,2,0,1,1,9,1,14.0,3,0,21.0
3,4,15:45,6,30,1,19,4,1,1,1,0,1,1,9,0,5.0,3,1,29.0
3,4,11:50,6,30,1,0,-1,1,1,2,0,2,1,1,0,6.0,3,0,41.0
3,6,14:20,6,30,1,0,-1,1,2,2,0,2,2,9,1,15.5,3,0,49.0
3,7,12:00,1,30,1,0,-1,1,1,1,0,2,1,1,0,8.0,3,0,28.0
3,4,17:50,6,40,1,0,-1,1,1,2,0,2,2,9,1,9.5,3,0,26.5
3,2,11:01,6,30,1,0,-1,1,2,2,0,1,1,19,0,6.0,3,1,59.0
3,4,19:18,3,30,1,0,-1,1,1,1,0,2,4,9,0,13.5,3,0,20.25
3,4,23:15,6,30,2,0,-1,5,1,1,16,4,1,9,0,5.75,3,1,48.0
3,4,12:27,3,70,2,0,-1,1,1,1,0,4,2,9,1,6.75,3,0,65.0
3,4,22:04,3,70,2,0,-1,4,2,5,0,2,4,9,1,4.0,3,0,37.75
2,1,11:00,6,30,1,13,4,1,2,2,0,2,2,9,1,12.0,2,0,50.0
3,7,08:40,6,50,2,0,-1,1,1,1,0,2,1,1,0,3.5,3,0,59.0
2,6,10:54,6,40,2,13,4,1,1,1,0,2,2,9,0,7.5,2,0,77.0
3,7,06:11,3,70,2,0,-1,6,2,2,0,3,3,9,5,8.0,3,0,30.0
3,4,08:30,9,30,1,0,-1,1,1,1,0,1,1,9,0,7.0,3,1,15.0
3,2,06:45,1,30,2,0,4,1,1,1,0,2,1,5,0,17.5,3,0,45.0
3,2,15:15,1,50,1,0,4,1,1,1,0,2,1,9,0,11.0,3,0,78.0
3,5,12:25,6,30,2,13,4,1,1,1,0,1,1,3,2,13.0,3,0,21.0
3,2,15:30,1,40,2,0,4,1,1,1,0,2,1,9,0,10.5,3,0,18.0
3,5,11:30,6,30,1,13,4,1,1,1,0,1,1,9,0,7.0,3,1,55.0
3,4,10:22,6,30,1,13,4,1,1,1,0,3,1,9,0,9.0,3,0,81.0
3,5,21:40,6,40,2,13,4,4,1,2,0,2,3,9,0,10.5,3,0,20.0
3,3,21:10,6,60,2,0,-1,6,1,2,0,2,1,9,1,16.0,3,0,38.0
3,6,16:20,6,30,2,13,4,6,1,1,0,2,1,3,5,6.5,3,0,22.0
3,6,18:14,6,30,1,13,4,4,1,1,0,1,1,9,0,9.0,3,1,53.0
3,7,14:45,1,30,1,0,4,1,1,1,0,5,3,9,0,7.4,3,0,80.66666666666667
3,3,21:02,6,40,2,13,4,4,1,1,13,1,1,20,0,7.0,3,1,29.0
3,6,19:30,6,30,2,13,4,4,1,1,0,1,1,9,0,18.0,3,1,58.0
3,5,15:28,6,30,1,13,4,1,1,1,0,2,1,9,0,3.0,3,0,49.0
3,6,07:00,6,30,2,13,4,1,1,2,0,2,1,9,0,4.5,3,0,30.0
2,6,09:10,6,60,2,0,-1,1,1,1,0,1,1,1,0,7.0,2,0,32.0
2,4,19:34,6,40,2,0,-1,1,1,1,0,1,2,9,0,13.0,2,0,16.5
2,5,04:42,6,30,1,0,4,4,1,1,0,1,3,9,0,9.0,2,0,32.666666666666664
3,3,14:50,6,40,2,0,-1,1,1,1,0,1,1,9,5,19.0,3,0,56.0
2,5,19:16,6,40,2,0,-1,6,5,2,0,2,1,1,0,3.5,2,0,52.0
2,5,19:50,6,60,2,0,-1,6,2,2,0,2,3,9,2,1.5,2,0,26.33333333333333
2,1,01:45,6,20,1,13,4,4,2,2,0,1,1,8,0,7.0,2,1,45.0
2,7,23:40,6,60,2,0,-1,6,5,2,20,1,1,9,5,7.0,2,0,57.0
2,4,16:54,6,30,1,0,-1,4,1,1,0,1,1,90,0,7.0,2,1,39.0
3,5,16:20,6,60,2,0,-1,6,5,2,15,2,1,1,0,7.0,3,0,50.0
3,7,13:50,6,60,2,16,4,1,1,1,0,2,2,9,0,1.0,3,0,53.0
2,6,17:00,6,20,2,13,4,1,1,1,0,2,1,5,0,3.0,2,0,53.0
3,6,07:30,6,40,2,17,2,1,2,2,0,2,2,9,0,6.5,3,0,34.5
3,2,11:57,1,60,2,0,4,1,1,1,0,2,1,9,0,6.0,3,0,74.0
2,4,18:57,3,70,2,0,-1,1,1,1,0,2,1,8,1,10.5,2,0,39.0
3,5,14:51,6,20,1,16,2,1,1,2,0,2,1,9,0,8.0,3,0,55.0
2,5,21:34,6,20,1,0,-1,4,1,1,0,1,1,11,0,3.0,2,0,30.0
3,3,17:30,6,30,1,13,1,4,2,2,0,2,1,9,0,6.5,3,0,59.0
3,3,12:30,6,20,1,19,4,1,1,1,0,3,1,9,1,11.333333333333334,3,0,39.0
3,7,20:30,6,60,2,16,4,6,4,1,0,2,3,9,2,10.5,3,0,31.666666666666668
3,6,19:55,6,30,1,0,-1,1,1,1,0,2,2,9,0,2.0,3,0,30.0
2,5,17:20,6,30,1,0,-1,4,1,2,12,1,1,9,0,7.0,2,1,8.0
3,7,17:25,6,30,1,16,4,1,1,1,0,2,1,9,0,4.0,3,0,25.0
3,3,17:28,1,30,2,0,4,4,1,1,0,2,1,1,0,7.5,3,0,51.0
2,6,17:35,6,30,1,19,2,4,1,1,0,1,1,9,0,14.0,2,1,12.0
3,5,00:47,6,60,2,0,-1,6,1,2,0,1,2,9,0,14.0,3,0,19.0
3,6,17:38,6,40,2,19,4,1,1,1,0,2,1,3,2,6.5,3,0,21.0
2,5,07:57,6,50,2,0,-1,1,8,2,0,1,1,5,1,24.0,2,0,27.0
2,7,16:15,6,60,2,16,4,1,1,1,0,2,2,9,2,7.0,2,0,32.0
3,6,21:25,6,60,2,0,-1,6,2,2,0,1,1,9,0,17.0,3,0,20.0
3,6,14:00,6,40,2,0,-1,1,1,1,0,2,1,9,5,9.5,3,0,33.0
3,6,05:10,6,40,2,0,-1,6,1,2,0,1,1,9,5,7.0,3,0,46.0
3,5,23:33,6,30,2,13,4,5,2,2,0,1,2,9,0,3.0,3,0,20.5
3,7,00:31,6,20,1,13,4,4,1,1,0,1,1,9,0,7.0,3,0,42.0
2,1,17:43,6,30,1,0,-1,1,1,1,0,1,2,4,0,7.0,2,0,18.0
3,4,15:03,6,30,1,0,-1,1,1,2,0,1,1,9,0,7.0,3,0,75.0
3,4,10:01,6,40,1,0,-1,1,1,1,0,3,2,9,0,5.333333333333333,3,0,19.5
3,2,21:45,1,40,2,0,4,4,1,2,15,1,1,2,1,1.0,3,0,17.0
3,2,02:20,6,30,1,16,4,4,1,1,0,3,1,9,5,11.333333333333334,3,0,31.0
3,1,15:10,1,30,1,0,4,1,1,1,0,1,2,9,5,12.0,3,0,50.5
1,6,10:05,6,30,1,13,4,1,1,1,13,1,1,21,0,3.0,1,1,49.0
3,6,08:54,3,30,2,0,-1,1,1,2,0,1,1,19,0,4.0,3,0,57.0
3,4,08:14,6,30,1,13,4,1,1,1,0,2,1,9,0,5.5,3,0,53.0
3,7,09:30,6,20,1,0,-1,1,1,1,0,1,2,9,0,15.0,3,1,48.0
2,7,15:51,6,30,1,0,-1,1,1,1,0,2,1,9,0,7.0,2,0,60.0
3,5,16:03,6,30,1,13,4,1,1,1,0,2,1,1,0,4.5,3,0,13.0
2,6,11:51,1,30,1,0,4,1,8,2,0,1,3,9,1,13.0,2,0,18.666666666666668
3,4,16:40,7,30,1,16,2,4,1,2,0,2,2,9,0,6.0,3,0,47.0
2,5,16:00,6,30,2,13,4,1,4,1,0,2,1,9,0,10.0,2,0,18.0
